accuracy,loss,val_accuracy,val_loss,learning_rate
0.1433260440826416,3.0810017585754395,0.12459016591310501,2.9681451320648193,0.0010000000474974513
0.17177243530750275,2.849128007888794,0.16721311211585999,2.957444667816162,0.0010000000474974513
0.19693654775619507,2.6472039222717285,0.12459016591310501,3.2952992916107178,0.0010000000474974513
0.25820568203926086,2.478780508041382,0.12459016591310501,5.344418048858643,0.0010000000474974513
0.33150985836982727,2.307729959487915,0.12459016591310501,11.569574356079102,0.0010000000474974513
0.391684889793396,2.1934211254119873,0.12459016591310501,18.580421447753906,0.0010000000474974513
0.43326038122177124,1.9973371028900146,0.12459016591310501,22.664146423339844,0.0010000000474974513
0.44967177510261536,1.922242283821106,0.12459016591310501,27.961597442626953,0.0010000000474974513
0.4770240783691406,1.819242000579834,0.12459016591310501,42.399688720703125,0.0010000000474974513
0.4956236183643341,1.727879524230957,0.12459016591310501,52.15135955810547,0.0010000000474974513
0.5350109338760376,1.6444748640060425,0.12459016591310501,57.649044036865234,0.0010000000474974513
0.5328227281570435,1.6404225826263428,0.12459016591310501,44.951690673828125,0.0010000000474974513
0.6291028261184692,1.4564365148544312,0.12459016591310501,65.98168182373047,0.0005000000237487257
0.6203501224517822,1.3898030519485474,0.12459016591310501,65.35437774658203,0.0005000000237487257
0.636761486530304,1.3428596258163452,0.12459016591310501,66.72303771972656,0.0005000000237487257
0.6531728506088257,1.2758381366729736,0.12459016591310501,63.22149658203125,0.0005000000237487257
0.6695842742919922,1.266014575958252,0.12459016591310501,55.73542022705078,0.0005000000237487257
0.6827133297920227,1.1987091302871704,0.12459016591310501,69.60492706298828,0.0005000000237487257
0.6772428750991821,1.2239863872528076,0.12459016591310501,63.65843963623047,0.0005000000237487257
0.6914660930633545,1.1668689250946045,0.12459016591310501,31.563560485839844,0.0005000000237487257
0.7297592759132385,1.0825064182281494,0.12459016591310501,28.533287048339844,0.0005000000237487257
0.7363238334655762,1.0477914810180664,0.13770492374897003,11.922006607055664,0.0005000000237487257
0.7702407240867615,0.9991677403450012,0.12459016591310501,14.899402618408203,0.0002500000118743628
0.7614879608154297,0.9726972579956055,0.16065573692321777,10.116202354431152,0.0002500000118743628
