accuracy,loss,val_accuracy,val_loss,learning_rate
0.13741496205329895,2.4475083351135254,0.0773930773139,2.352299213409424,0.003000000026077032
0.13741496205329895,2.328887701034546,0.15274949371814728,2.3437533378601074,0.003000000026077032
0.1557823121547699,2.2553415298461914,0.0773930773139,2.3672242164611816,0.003000000026077032
0.17414966225624084,2.1789214611053467,0.0773930773139,2.5695273876190186,0.003000000026077032
0.19319728016853333,2.124387741088867,0.0773930773139,2.8403677940368652,0.003000000026077032
0.2054421752691269,2.0834081172943115,0.0773930773139,3.512194871902466,0.003000000026077032
0.2163265347480774,2.0744001865386963,0.0773930773139,4.309847831726074,0.003000000026077032
0.20748299360275269,2.0311036109924316,0.16700610518455505,3.8250091075897217,0.003000000026077032
0.22585034370422363,2.014204263687134,0.15274949371814728,4.4507737159729,0.003000000026077032
0.2448979616165161,1.986824870109558,0.11608961224555969,4.630061626434326,0.003000000026077032
0.2489795982837677,1.9446239471435547,0.15274949371814728,4.318981647491455,0.003000000026077032
0.23469388484954834,1.955673336982727,0.12627291679382324,2.264024019241333,0.003000000026077032
0.2510204017162323,1.9252490997314453,0.16496944427490234,2.6549150943756104,0.003000000026077032
0.23061224818229675,1.9148163795471191,0.1975560039281845,2.0229458808898926,0.003000000026077032
0.25646257400512695,1.9020929336547852,0.1771894097328186,2.6004750728607178,0.003000000026077032
0.2551020383834839,1.9282134771347046,0.1588594764471054,2.7490148544311523,0.003000000026077032
0.24965986609458923,1.9277889728546143,0.14256618916988373,2.6096417903900146,0.003000000026077032
0.27823129296302795,1.873862385749817,0.2586558163166046,1.8131141662597656,0.003000000026077032
0.2578231394290924,1.901434063911438,0.1568228155374527,2.303398370742798,0.003000000026077032
0.2489795982837677,1.9022271633148193,0.2586558163166046,1.8021520376205444,0.003000000026077032
0.2687074840068817,1.865582823753357,0.23217922449111938,1.8730788230895996,0.003000000026077032
0.26326531171798706,1.926267385482788,0.08961303532123566,2.905122756958008,0.003000000026077032
0.26938775181770325,1.8641526699066162,0.12627291679382324,2.4129419326782227,0.003000000026077032
0.2700680196285248,1.8825230598449707,0.10997963696718216,2.4503700733184814,0.003000000026077032
0.2945578098297119,1.866746187210083,0.20162932574748993,2.3147072792053223,0.003000000026077032
0.27823129296302795,1.8482712507247925,0.1955193430185318,1.9386324882507324,0.003000000026077032
0.27551019191741943,1.846962809562683,0.2708757519721985,1.7781612873077393,0.003000000026077032
0.2748299241065979,1.8629246950149536,0.16700610518455505,2.2423512935638428,0.003000000026077032
0.2707482874393463,1.891335129737854,0.21181263029575348,1.8330061435699463,0.003000000026077032
0.31224489212036133,1.8238129615783691,0.21995927393436432,1.9603818655014038,0.003000000026077032
0.28911563754081726,1.8414336442947388,0.1792260706424713,2.104062795639038,0.003000000026077032
0.29319727420806885,1.8516271114349365,0.2545824944972992,1.8489654064178467,0.003000000026077032
0.31904762983322144,1.8468626737594604,0.12219959497451782,3.217599630355835,0.003000000026077032
0.2884353697299957,1.8476002216339111,0.21995927393436432,1.9609631299972534,0.003000000026077032
0.2986394464969635,1.8425570726394653,0.24032586812973022,2.1496174335479736,0.003000000026077032
0.31020408868789673,1.814508318901062,0.1568228155374527,2.468446969985962,0.003000000026077032
0.28027209639549255,1.8575519323349,0.12627291679382324,2.643233060836792,0.003000000026077032
0.31292515993118286,1.7837117910385132,0.3564154803752899,1.6637171506881714,0.001500000013038516
0.3136054277420044,1.8072518110275269,0.2505091726779938,1.906140685081482,0.001500000013038516
0.323129266500473,1.76699960231781,0.2179226130247116,1.9639118909835815,0.001500000013038516
0.3224489688873291,1.7870539426803589,0.2688390910625458,1.7247785329818726,0.001500000013038516
0.3047619163990021,1.8133045434951782,0.2790223956108093,1.8437211513519287,0.001500000013038516
